,headline,sentiment,label
9584,ধ্বংসের সময় ঘনিয়ে এসেছে ইসরাইলের',1,0
9585,রাস্তায় চলতে ফিরতে যে ৬ ধরণের পথচারীর সঙ্গে দেখা না হওয়া মানে আপনার দিনটা ভালো যাবে - Bengal Beats,0,0
9586,অক্টোবরে আসছে আসুসের গেমিং ফোন,1,0
9587,"রাঙামাটিতে আইনশৃঙ্খলা বাহিনীর ওপর হামলা, আটক ১১",1,1
9588,মোবাইল নেটওয়ার্কের বাইরে নেয়া হচ্ছে রোহিঙ্গাদের,0,1
9589,"শপথ নিলেন নতুন ৩ বিচারপতি ০৯ অক্টোবর, ২০১৮ ১২:৪৮",1,1
9590,পৃথ্বীর সেঞ্চুরিতে প্রথম দিনে ভারতের সংগ্রহ ৩৬৪,1,1
9591,মধ্য প্রদেশে গো মন্ত্রণালয় গঠনের ঘোষণা মুখ্যমন্ত্রী শিবরাজের,0,1
9592,স্বর্ণ আত্মসাৎ : তিন পুলিশের ৫ বছরের কারাদণ্ড,0,1
9593,কাঞ্চন মুন্সী ফাউন্ডেশনের কম্পিউটার প্রশিক্ষণ,0,0
9594,ঝালকাঠিতে পতিপক্ষের হামলায় আহত ১,0,1
9595,কষ্ট করলে কেষ্ট্র মিলে: ফখা | দৈনিক মতিকণ্ঠ,0,0
9596,নীলফামারীতে জামায়াত-শিবিরের ৩৪ নেতাকর্মী আটক,0,1
9597,আফগান ভয় কাটিয়ে পাকিস্তানের জয়,1,0
9598,খালেদা জিয়ার ফাইলপত্র পর্যালোচনা করেছেন মেডিকেল বোর্ডের সদস্যরা,1,1
9599,গতকাল রাতে আমি সানি লিওনির সাথে ছিলাম : খান হেলাল,0,0
9600,মাহাথিরের মতো দেশকে এগিয়ে নিয়ে গেছেন শেখ হাসিনা,0,1
9601,জয়পুরহাটে সড়ক পরিবহন আইন-২০১৮ সংশোধনের দাবি,0,1
9602,মহেশখালীতে ‘বন্দুকযুদ্ধে’ শীর্ষ ইয়াবা ব্যবসায়ী করিম প্রকাশ নিহত,0,1
9603,চাঁদপুরে মসজিদে ঢুকে ইমামকে তিন তরুণীর মারধর!,0,0
9604,আরিফুলের ক্যারিয়ারের প্রথম ডাবল সেঞ্চুরি,1,1
9605,অবশেষে যাতায়াতের পথ পেল কোটালীপাড়ার অবরুদ্ধ ৩ পরিবার,0,1
9606,রুবেলের ঈদ গোয়ায়,0,0
9607,"‘বছরে ক্যান্সারে আক্রান্ত হচ্ছে ৩ লাখ মানুষ’ ২০ সেপ্টেম্বর, ২০১৮ ২০:৪০",1,0
9608,ডিএনসিসির প্যানেল মেয়র ওসমান গণি আর নেই,1,1
9609,অপকর্মের কারনে জনগণের সাথে যাদের সম্পর্ক নেই তারা মনোনয়ন পাবেন না',1,0
9610,‘জেলে পল্লীর মেয়ে আমি’,1,1
9611,ক্ষমতা হারানোর জ্বালায় অনেক কথা বলেন',0,0
9612,কঠিন সময় পার করছে ইরান: খোমেনি,0,1
9613,পেনশনজীবীদের ভাগ্য খুলবে কবে?,1,1
9614,রুমমেটের পেস্ট চুরি করে ব্রাশ করা নিয়ে সংঘর্ষ। আহত ৬ মেস মেম্বার!,0,0
9615,মিরসরাইয়ের ‘জঙ্গি আস্তানায়’ গুলির শব্দ,1,1
9616,যুক্তরাষ্ট্রে দক্ষিণ ক্যারোলিনায় গুলিবিদ্ধ ৭ পুলিশ,0,1
9617,পূর্ণিমার জন্য একমাস অপেক্ষা!,1,1
9618,সাকিবের ৪ উইকেটে চালকের আসনে বাংলাদেশ,1,0
9619,যুব এশিয়া কাপে বাংলাদেশ হংকংকে হারিয়েছে ৫ উইকেটে,0,1
9620,দৌলতদিয়া-পাটুরিয়া নৌরুটে বছর জুড়েই বিড়ম্বনা,1,1
9621,ছক্কা ছয়ফুর: সিলেটের কেজরিওয়াল,1,0
9622,বিয়ে করলেন আরেফ সৈয়দ,0,1
9623,পর্তুগাল দলে নেই রোনালদো,1,1
9624,"দুর্গাপূজা উৎসবের প্রস্তুতি, প্রতিমা তৈরিতে ব্যস্ত কারিগর ০৮ অক্টোবর, ২০১৮ ১৪:৪৫",0,1
9625,চিত্রগ্রাহক নিয়োগের জন্য বিধিমালা সংশোধন,1,0
9626,রায়কে স্বাগত জানিয়ে সুনামগঞ্জে আনন্দ মিছিল,1,1
9627,মালদ্বীপের প্রেসিডেন্ট নির্বাচন রবিবার,1,0
9628,বাংলাদেশসহ ১১ দেশের ১০ কোটি ডলার হাতিয়েছে উত্তর কোরীয় হ্যাকাররা,0,1
9629,প্যারিসের পোশাক মেলায় বাংলাদেশের ২১ প্রতিষ্ঠান,0,0
9630,একসাথে থাকতে চেয়ে হাইকোর্টে আবেদন ২ লেসবিয়ান বান্ধবীর !,1,0
9631,নির্বাচনের আগে এমপিও না হওয়ার আশঙ্কা,1,1
9632,হাফ সেঞ্চুরি করা হাশমতউল্লাহকে ফেরালেন রুবেল,0,0
9633,লিভার সিরোসিসে আক্রান্ত হওয়ার ঝুঁকি কমাতে ৬টি নিয়ম,0,1
9634,সবুজ উদ্যোগে বিনিয়োগ ক্রমান্বয়ে বাড়ছে,1,1
9635,ফেনীতে সড়ক দুর্ঘটনায় যুবক নিহত,0,1
9636,মহাসড়ক যেন বালুর মাঠ,0,1
9637,"ডিআইজি মিজানের অঢেল সম্পদের খোঁজ, স্ত্রীসহ ফের দুদকে তলব",0,1
9638,ঈদের ছুটিতে রাস্তাঘাট বেশি ফাঁকা দেখে ডিপ্রেশনে ভুগছেন মিরপুরের এক বাসিন্দা - Bengal Beats,0,0
9639,পল্লী বিদ্যুৎ ও বন বিভাগের দ্বন্দ্বে সংযোগ পাচ্ছেনা গ্রাহকরা,1,1
9640,ধানমন্ডিতে দুইদিন আগে চুরি হয়ে যাওয়া হুয়াওয়ে ফোন ফেরত দিয়ে গেলেন এক চোর - Bengal Beats,0,0
9641,চীনে হুয়াওয়ের অনুষ্ঠানে বাংলাদেশি শিক্ষার্থীদের ভূয়সী প্রশংসা,0,0
9642,রাজবাড়ী থেকে অপহৃত শিশু ঝিনাইদহে উদ্ধার,0,1
9643,বছরে ক্যান্সারে আক্রান্ত হয় তিন লাখের বেশি মানুষ,0,1
9644,এক কিশোরকে উদ্ধার করতে গিয়ে ৬ ডুবুরির মৃত্যু,0,1
9645,জিপিএস-ভিত্তিক অ্যাপ চালু করতে ডিপিডিসি’র ধীরগতি,1,0
9646,সাভারে পৃথক ঘটনায় ৩ শ্রমিকের মরদেহ উদ্ধার,0,1
9647,‘জিম্বাবুয়ের বিপক্ষে দল নিয়ে পরীক্ষা নিরীক্ষা চালানো হবে’,0,1
9648,ইরানের সঙ্গে লেনদেন করবে ইউরোপের ৭ কেন্দ্রীয় ব্যাংক,0,1
9649,"পরিবহন ধর্মঘট নয়, এ যেন খুশির ঈদ... - Bengal Beats",1,0
9650,যে ৫টি কারণে জীবনসঙ্গী নির্বাচনে ঘুম প্রিয় মানুষকে প্রাধান্য দেয়া উচিত - Bengal Beats,0,0
9651,"বিএনপির বিরুদ্ধে সর্তক থাকার নির্দেশ  ০৭ অক্টোবর, ২০১৮ ১৮:০৭",0,1
9652,"টস জিতে শক্ত অবস্থানে ভারত ০৪ অক্টোবর, ২০১৮ ১১:৫৩",1,1
9653,"অফিস কক্ষে ছাত্রীকে জাপট ধরলো অধ্যক্ষ, অতঃপর…",0,0
9654,মহেশপুরে ছেলেসহ জামায়াত নেতা গ্রেপ্তার,0,0
9655,সুরে মোহিত করলেন তৃতীয় লিঙ্গের শিল্পী জান্নাত,0,0
9656,শুরুতেই দুই উইকেট হারালো বাংলাদেশ,0,0
9657,জয়ের পথে নুনু,1,0
9658,জাতিসংঘ শান্তিরক্ষা কার্যক্রমের মর্যাদা সমুন্নত রাখতে হবে:…,0,1
9659,ইন্টারনেট ব্যবহারকারী ৯ কোটি,0,0
9660,কোমর পানিতে ভিজে নৌকা পার হয় শিক্ষার্থীরা,0,0
9661,বসতি সম্প্রসারণ বন্ধে কিছুই করেনি ইসরায়েল: জাতিসংঘ,0,0
9662,ফেবারিট ভারতের সামনে তেজস্বী বাংলাদেশ,1,1
9663,৪৩ কেজি স্বর্ণসহ চোরাচালানচক্রের ৫ সদস্য আটক,1,1
9664,গ্যাসের লোডশেডিংয়ে ঢাকার ঘরে ঘরে আজ বারবিকিউ উৎসব ও ডিজে পার্টি - Bengal Beats,1,0
9665,সীতাকুন্ডে অজ্ঞাত যুবকের লাশ উদ্ধার,0,1
9666,সিরাজগঞ্জে জমি নিয়ে দু’পক্ষের সংঘর্ষে আহত ১৫,1,1
9667,আবারও ব্যর্থ ব্যাটসম্যানরা,1,0
9668,"কার-মাইক্রো-অটোরিকশার সংঘর্ষ, নিহত ২",0,1
9669,"বৃহস্পতিবার মধ্যরাতে আঘাত হানতে পারে ঘূর্ণিঝড় ‘তিতলি’ ০৯ অক্টোবর, ২০১৮ ২২:১৩",0,1
9670,ইমরুল-সৌম্যর ডাক পাওয়া জানতেন না অধিনায়ক,1,0
9671,"আরেকটি ফাইনাল, স্বপ্ন একটিই",1,1
9672,সিরাজগঞ্জে হাতকড়াসহ জামায়াত নেতা ছিনতাই,0,1
9673,৫৭টি মুসলিম দেশকে নিয়ে ‘ইসলামি সেনাবাহিনী’ গঠনের সিদ্ধান্ত এরদোগানের,0,0
9674,২৪ সেপ্টেম্বর: আজকের খেলা,0,1
9675,কাতারে বাংলাদেশির আত্মহত্যা,1,1
9676,হিন্দু দুই ছেলের মরদেহ যে কারণে না পুড়িয়ে 'কবর' দিল পরিবার,0,1
9677,সংবাদপত্রের পূর্ণ স্বাধীনতায় বিশ্বাস করি: প্রধানমন্ত্রী,1,0
9678,শাকিব খানকে একের পর এক চুম্মা দিলেন মিম,0,0
9679,রসায়নে এবারের নোবেল তিনজনের,0,1
9680,মানবাধিকার সমুন্নত রাখতে চট্টগ্রামবাসীর অঙ্গীকার,0,1
9681,শরতে ফুটেছে কাশফুল,0,1
9682,মহেশখালীর পাহাড়ে বন্দুক তৈরির কারখানার সন্ধান!,0,1
9683,শুরুতেই রনির আঘাত,1,1
9684,সবাইকে 'বাবা' দিবসের শুভেচ্ছা জানিয়েছেন গরিবের এস্কোবার 'বাবা বদি' - Bengal Beats,0,0
9685,মুক্তিযোদ্ধার সন্তানদের শাহবাগে বসিয়েছে সরকার : বিএনপি,0,1
9686,জ্বালানি তেলের দুই পাইপ লাইনের কাজের অগ্রগতি নেই,0,1
9687,নাশকতা মামলায় জামিন চেয়ে হাইকোর্টে খালেদা জিয়ার আবেদন,0,1
9688,একদিন আফগানিস্তান হবে বিশ্ব ক্রিকেটের পরাশক্তি',0,1
9689,বিএনপিকে নির্বাচনের বাইরে রাখতে চাচ্ছে সরকার : ফখরুল,0,1
9690,ঢাবি অধিভুক্ত সাত কলেজের ভর্তি আবেদন মঙ্গলবার শুরু,0,1
9691,"কে হচ্ছেন সেরা সুন্দরী? ২৯ সেপ্টেম্বর, ২০১৮ ১৯:৪০",1,1
9692,মদ্যপ অবস্থায় প্রধানমন্ত্রীর ফ্লাইট করতে গিয়ে ধরা বিমান ক্রু,1,1
9693,অনলাইনে হোল্ডিং ট্যাক্স দিয়েছেন কেবল মেয়র,1,1
9694,বিএনপি শাখায় শুদু লাঞ্ছনা বঞ্ছনা গঞ্জনা: শমশের | দৈনিক মতিকণ্ঠ,0,0
9695,বড় সমস্যা আইন না মানার মানসিকতা: ডিএমপি কমিশনার,1,1
9696,দেবীপক্ষের দিনে পশ্চিমবঙ্গে অন্য দেবীদের আবির্ভাব !,1,1
9697,মেহেরপুরে শিক্ষকদের অনুপস্থিতির কারণে ব্যাহত হচ্ছে পাঠদান,0,1
9698,নিজের জীবনীভিত্তিক ছবির বিষয়ে আগ্রহী নন মাশরাফি,0,1
9699,নির্মাণকাজ শেষ না হতেই ধসে পড়ল কালভার্ট,1,0
9700,মহেশপুরে মাইক্রোবাসের ধাক্কায় আলমসাধু চালক নিহত,0,1
9701,"যারা এসএসসিতে ফেল করবে, বন্ধ হয়ে যাবে তাদের ফেইসবুক আইডি!",1,0
9702,কেন এমন ভেন্যুতে আন্তর্জাতিক ম্যাচ?,0,1
9703,"লাইনচ্যুত বগি উদ্ধারে গড়াবে সকাল, আটকে আছে ৪ ট্রেন",1,0
9704,৩০ সেপ্টেম্বর ডিআইজি মিজানকে জিজ্ঞাসাবাদ করবে দুদক,1,1
9705,যাত্রা শুরু করলো ওসমান’স ব্রাইডাল মেকওভার সেলুন,1,0
9706,খাবার কম পড়ায় বিয়ের আসরেই শ্যালকের মাথা ফাটালেন বর!,0,0
9707,অস্বাভাবিক শেয়ার দর বাড়ছে ৩ কোম্পানির,1,1
9708,"বাবরসহ ১৯ জনের মৃত্যুদণ্ড, তারেকসহ ১৯ জনের যাবজ্জীবন",1,1
9709,ডিজিটাল নিরাপত্তা আইন পুনঃসংশোধনের দাবি সুজনের,0,1
9710,ইস্কাটনে জোড়া খুন: রনির মামলায় রায় ৪ অক্টোবর,1,0
9711,রোদেলা জান্নাত বিবাহিত?,1,1
9712,এশিয়া কাপে এক্সট্রা সুবিধা পাচ্ছে ভারত:  সরফরাজ,1,0
9713,শেখ হাসিনা প্রতিহিংসার রাজনীতি করেন না,0,1
9714,একতরফা নির্বাচন করার জন্য এ রায় দেওয়া হয়েছে: রিজভী,0,1
9715,"সাভারে একটি ট্যানারি কারখানায় ভয়াবহ অগ্নিকাণ্ড, ৩ শ্রমিক দগ্ধ",1,1
9716,"চিন্তাপরাধ, মগজে কারফিউ কিংবা মাস্টারের রিমান্ড",1,1
9717,রাজধানীতে মাদক ব্যবসায়ীর ছুরিকাঘাতে যুবক নিহত,0,0
9718,তুরস্কে মেঘ আর মসজিদের মিতালি!,1,1
9719,রোনালদোও এ বছর বিশ্রামে!,1,1
9720,মিরপুরে পৃথক ঘটনায় ২ জনকে হত্যা,0,1
9721,দেড় ঘন্টা আগেই পরিপূর্ণ গ্যালারি,1,1
9722,বিএনপির জন্য উপদেশমালা : এই অখন্ড অবসরে বিএনপি যে ১০টি কাজ করতে পারে,0,0
9723,সেমিতে বাংলাদেশের প্রধান অস্ত্র স্পিন না পেস,1,1
9724,কুমিল্লায় পল্লী বিদ্যুতের ছেঁড়া তার জড়িয়ে একই পরিবারের ৩ জনসহ চারজন নিহত,0,0
9725,এক মাসের জন্য মাঠের বাইরে ডগলাস কস্তা,1,0
9726,ফিলিস্তিন-ইসরায়েল আলাদা রাষ্ট্র গঠনে আগ্রহ ট্রাম্পের,0,1
9727,বিক্রি বাড়িয়ে চাকরি হারালেন বিক্রয় কর্মী!,0,1
9728,‘এল ক্ল্যাসিকো’তেই লোপেতেগি’র ভাগ্য নির্ধারণ?,1,1
9729,"হিরো আলম, ডিপজল ও অন্যান্য অভিনেতারা সংসদে গেলে যেমন হবে সংসদ অধিবেশন",1,0
9730,টাঙ্গাইলের শীর্ষ সন্ত্রাসী রনি রিমান্ডে,1,1
9731,পবিত্র কাবা ধোয়ার কাজ করছেন মক্কার গভর্নর,1,1
9732,‘জনগণই সরকারের বিরুদ্ধে ঐক্যবদ্ধ আন্দোলন গড়ে তুলবে’,1,0
9733,শুরুতে দ্রুত উইকেট হারানোকে দুষলেন সরফরাজ,0,1
9734,"‘আন্দোলনকারীরা অছাত্র, বহিরাগত’",0,1
9735,নতুন সিদ্ধান্তের কথা জানালেন শুভ,1,1
9736,"দুর্ঘটনায় হেলিকপ্টার, অক্ষত সাগর-ফেরদৌস আরা-ব্রাউনিয়া",0,1
9737,"বিবস্ত্র অবস্থায় ছবি তুলত এরা, এরপর... ২১ সেপ্টেম্বর, ২০১৮ ১৭:২৩",0,0
9738,বরিশালে স্ত্রী হত্যায় স্বামীর যাবজ্জীবন,1,0
9739,সভ্যতার অগ্রযাত্রায় ব্লাউজ-পূর্ব এবং ব্লাউজ-পরবর্তী যুগের উপাখ্যান,1,0
9740,"অধ্যাপক গোলাম আযম যে ইস্কুলের মাষ্টার, আমি সে ইস্কুলের চানাচুরওলা: কাদের সিদ্দিকী | দৈনিক মতিকণ্ঠ",1,0
9741,নারিকেল দুধে ইলিশ মাছের কোরমা,0,0
9742,স্মৃতির শহর ভ্যালেন্সিয়ায় আজ খেলবেন রোনালদো,1,0
9743,বিজয়নগরে বিএনপির বিক্ষোভ মিছিল,1,1
9744,স্মার্টফোনের আসক্তি কাটানোর নয়া অস্ত্র,0,0
9745,এনজেলা মার্কেলের পর ওবামার শিকার এম কে আনোয়ার | দৈনিক মতিকণ্ঠ,0,0
9746,মেহেরপুরে বিভিন্ন মামলায় আটক ১৪,0,0
9747,মেডিকেল ভর্তিতে প্রশ্ন ফাঁসকারী চক্রের ৫ জন গ্রেপ্তার,0,1
9748,নোলক সিনেমায় ৮৫ ভাগ কাজ হওয়ার পর পরিচালককে অব্যাহতি,0,1
9749,"এটা নির্বাচনী জোট নয়, আ.লীগও আসতে পারে: কামাল",0,1
9750,মার্কেন্টাইল ব্যাংক-মেডিনোভা মেডিকেল চুক্তি সই,1,1
9751,নিজ রুমে পরীক্ষার্থীদের থাকার ব্যবস্থা করে খোলা আকাশের নিচে ঢাবির ছাত্রলীগ কর্মী!,0,0
9752,স্পেন দলে আবারও ক্যাসিয়াস?,1,1
9753,মার্ক জাকারবার্গও যে ১০ ধরণের বিশিষ্ট বাংলাদেশি ফেসবুক ইউজারদের নিয়ে চিন্তিত - Bengal Beats,0,0
9754,ফিলিপাইনে ভূমিধসে ১২ জনের মৃত্যু,1,0
9755,ইরাকের নতুন প্রেসিডেন্ট বাহরাম সালিহ,1,1
9756,ফরিদপুরে পুলিশের গায়েবী মামলার আসামী ছাত্রদল ও যুবদলের ২শ’ নেতাকর্মী,0,1
9757,এইবার ইতিহাসের উন্নয়ন করব: তারেক | দৈনিক মতিকণ্ঠ,0,0
9758,"জাতীয় ঐক্যের সমাবেশে যা বললেন ড. কামাল ২২ সেপ্টেম্বর, ২০১৮ ১৭:০৮",1,1
9759,‘আমরা হৃদয় দিয়ে খেলেছি’,1,1
9760,ইরানে মার্কিন নিষেধাজ্ঞা না মানলে কঠোর পরিণতির হুমকি ট্রাম্পের,0,1
9761,ইন্দোনেশিয়ায় ভূমিকম্প-সুনামিতে নিহতের সংখ্যা হাজার ছাড়িয়ে যাওয়ার আশঙ্কা,0,1
9762,"মাদারফাকার নহে, ব্রাদারফাকার: সাকা | দৈনিক মতিকণ্ঠ",0,0
9763,লুকিয়ে পানি খেয়ে লুঙ্গিতে মুখ মোছার সময় হাতেনাতে ধরা খেলো এক যুবক!,0,0
9764,আল্লামা শফীর নেতৃত্বে প্রধানমন্ত্রীকে সংবর্ধনার সিদ্ধান্ত,0,1
9765,মহাত্মা গান্ধী স্মরণে ভারতীয় হাইকমিশনে কুইজ প্রতিযোগিতা,0,0
9766,অবসরে যাচ্ছেন আলিবাবার প্রতিষ্ঠাতা জ্যাক মা,1,0
9767,কুমিল্লায় খালেদা জিয়ার মামলার জামিন শুনানি ৩০ সেপ্টেম্বর,0,0
9768,আফগানিস্তানের বিপক্ষে নেই মুশফিক-মুস্তাফিজও!,0,1
9769,টিকেট ছাড়া এই ঈদে বাড়ি যাওয়ার ৫টি বাংলা টিপস - Bengal Beats,1,0
9770,"স্কুলছাত্র জনি হত্যা, মা গ্রেফতার",1,0
9771,"সিনহার মত জাতীয় ঐক্যেরও স্বপ্নভঙ্গ হবে ২৩ সেপ্টেম্বর, ২০১৮ ১৫:৫৫",1,1
9772,ফিলিস্তিনিদের বিক্ষোভে ইসরায়েলি হামলা : এক শিশুসহ নিহত ৩,0,1
9773,লা লিগায় মেসির আরও এক রেকর্ড,1,1
9774,চট্টগ্রামে প্রতিপক্ষের হামলায় যুবক নিহত,0,1
9775,একসাথে থাকতে চেয়ে হাইকোর্টে আবেদন ২ লেসবিয়ান বান্ধবীর !,1,0
9776,ইমরান খানকে বাংলাদেশের মডেল অনুসরণের পরামর্শ,0,1
9777,জনসভায় দুই দিনের কর্মসূচি ঘোষণা বিএনপির,1,1
9778, ‘এভাবে মা বাবাকে খুব বেশী জড়িয়ে ধরা হয় না’,0,1
9779,সুন্দরী মহিলারাও কি হস্তমৈথুন উপভোগ করে? জানুন বিস্তারিত.... অবাক হবেন... -,0,0
9780,বাটারবন খারাপ কাজে ব্যবহার করা হচ্ছে,0,0
9781,রাতে মঈন খানের বাসায় বিদেশি কূটনীতিকেরা,0,1
9782,মহাখালী টার্মিনাল থেকে বাস চলাচল স্বাভাবিক,0,1
9783,সৌদি আরবে পান রপ্তানি নিষিদ্ধের আশঙ্কা,1,1
9784,দৃঢ় মনোবলে লড়বে বসুন্ধরা কিংস ,1,1
9785,টেকনাফে ‘বন্দুকযুদ্ধে’ যুবক নিহত,1,1
9786,নারীর ক্ষমতায়নে ৩ পদক্ষেপ চান হাসিনা,0,1
9787,মাদকের বিরুদ্ধে ‘জিরো টলারেন্স’ নীতি হাসিনা সরকারের,0,1
9788,মুক্তিযুদ্ধে ভারতীয় সেনাদের আত্মত্যাগ গর্বের বিষয়,1,0
9789,বিবর্ণ ব্যাটিংয়ে মিরাজ-মাশরাফির আলো,1,0
9790,সুনসান ‘আইভি ভবন’ রায়ে রুষ্ট ভৈরববাসী,1,1
9791,‘অন্তর্জ্বালা থেকে মনগড়া বই লিখেছেন এস কে সিনহা’,1,1
9792,ভারতকে কাঁপিয়ে শেষ পর্যন্ত হংকংয়ের হার,0,0
9793,ঢাকার পাশের ৩ নদীর তীরে হচ্ছে হাঁটার পথ,0,0
9794,এবার দিনে দুপুরে বিসিএস ক্যাডারকে চোখ মেরে ধানমন্ডির এক তরুনী আটক! - Bengal Beats,0,0
9795,মাটিরাঙ্গা হাসপাতালে স্ত্রীর লাশ ফেলে পালিয়েছে ছাত্রলীগ নেতা,0,1
9796,দুধকুমার নদের ওপর নির্মাণ হবে সোনাহাট সেতু,1,1
9797,পরিবেশের ভারসাম্য রক্ষার ওপর জোর দিতে হবে: এলজিআরডি মন্ত্রী,1,0
9798,বুকে হাত দিয়ে প্রমান না করায় নিলোফারের দুঃখ | দৈনিক মতিকণ্ঠ,0,0
9799,কোকাকোলার কোমল পানীয়তে মিশ্রিত হতে যাচ্ছে গাঁজা!,0,0
9800,"নীলফামারীতে শো প্রকল্পের অবহিতকরণ সভা অনুষ্ঠিত ২৬ সেপ্টেম্বর, ২০১৮ ১৬:০৩",0,1
9801,বাবর-পিণ্টুসহ ফাঁসি যাদের,1,1
9802,রশিদ খানের হুঙ্কার,1,0
9803,খুলনা মহানগর স্বেচ্ছাসেবক দলের কমিটি ঘোষণা,0,1
9804,নির্বাচনের আগেই সামাজিক যোগাযোগ মাধ্যমের নিয়ন্ত্রণ চায় সরকার,0,1
9805,জিম্বাবুয়েকে উড়িয়ে দিলো দক্ষিণ আফ্রিকা,1,1
9806,লোকাল বাসের যে ১০ ধরণের যাত্রী দেখতে আপনাকে কষ্ট করে বাসে চড়তে হবেনা - Bengal Beats,0,0
9807,ঢাবিতে পড়ার স্বপ্ন পূরণ হচ্ছে কাঠ শ্রমিক শুভর,0,1
9808,সেন্টমার্টিন গিয়ে যে ১০টি উপায়ে পরিবেশ নষ্ট করতে পারেন,0,0
9809,নিউজিল্যান্ডেও স্ট্রবেরিতে সুঁই,1,1
9810,তারেক রহমান দেশে ফিরে আপিল করবেন: সানাউল্লাহ মিয়া,0,1
9811,মেহেরপুরে-১ আসনে বর্তমান এমপিসহ আ. লীগের মনোনয়ন প্রত্যাশী ৭ জন,0,1
9812,শেখ হাসিনাকে হত্যার পাঁয়তারা চলছে: ওবায়দুল কাদের,0,1
9813,ক্ষুদ্র বিবাহ ঋণ' প্রবর্তনের জন্য নোবেল শান্তি পুরস্কার পেতে যাচ্ছে বিএনপি ও ঐক্যফ্রন্ট,0,0
9814,লেনদেন ও বেশির ভাগ কোম্পানির শেয়ারের দাম বেড়েছে,1,1
9815,মেয়েটির সারা শরীরে আঘাতের চিহ্ন,0,1
9816,কৌশলী প্রচারণায় ব্যস্ত ব্রাহ্মণবাড়িয়া-৩ আসনের প্রার্থীরা,0,0
9817,"অপহৃত তিন শিশু উদ্ধার ২৯ সেপ্টেম্বর, ২০১৮ ১৭:২৫",1,1
9818,৪ উইকেট হারিয়ে ব্যাটিং বিপর্যয়ে বাংলাদেশ,0,0
9819,আলোচিত ‘ব্যাংকিং কমিশন’ গঠনের রূপরেখা প্রণয়নের উদ্যোগ নেই,0,1
9820,"মিলনে অসম্মতি, কিশোরের গোপনাঙ্গ পোড়ালেন এক নারী",0,1
9821,ইউএনডিপি-তে নিয়োগ,0,1
9822,এসএস স্টিলের আইপিও আবেদন শুরু ২৮ অক্টোবর,1,1
9823,নওগাঁর মহাদেবপুরে যুবকের ঝুলন্ত মরদেহ উদ্ধার,0,1
9824,"দৃষ্টিহীন তরুণীকে ধর্ষণ, পুড়িয়ে ফেলা হলো ভ্রূণ",0,0
9825,নাব্যতা সংকটে শিমুলিয়া-কাঁঠালবাড়িতে দুভোর্গ,0,1
9826,ত্রিপুরায় ‘ডেইলি দেশের কথা’ প্রকাশ বন্ধের নির্দেশ,0,1
9827,"তদন্ত কমিটির রিপোর্ট অনুযায়ী ফেসবুক ঝামেলা করায় আমরা যা করেছি, যা করতে পারিনি এবং যা করা যেত - Bengal Beats",0,0
9828,মুরগির ডিম নাকি হাঁসের ডিম - কোনটা খাবেন?,0,0
9829,কোটা বহালের দাবিতে অবস্থান কর্মসূচি পালন করবে ‘আমরা মুক্তিযোদ্ধার সন্তান’,1,1
9830,অভিনেত্রী কবরীর বাসায় ১৭ লাখ টাকার ‘চুরি’,1,1
9831,জোয়ার নির্ভর শিমুলিয়া-কাঁঠালবাড়ী নৌরুট ,0,1
9832,বাংলাদেশে নিষিদ্ধ হচ্ছে ‘খাত’,0,1
9833,দ্বৈত নাগরিকত্বের অভিযোগে আটক ৩ বাংলাদেশিকে হস্তান্তর,0,1
9834,বিরোধী মহলের অভিযোগ সঠিক নয় : জয়,1,1
9835,এই নারী নিজেই নিজেকে বিয়ে করলেন!,0,1
9836,আদালতে হাজিরা দিতে গিয়ে সাক্ষী নিখোঁজ,0,1
9837,শরীয়তপু‌রে ইয়াবা দিয়ে ফাঁসানোর অভিযোগে পুলিশ কর্মকর্তা প্রত্যাহার,0,1
9838,জন্ম দেয়ার সময় অনুমতি না নেয়ায় বাবা-মায়ের নামে মামলা করতে চান ছেলে!,0,0
9839,পাবনায় ৪টি ককটেল উদ্ধার,1,1
9840,কুকের জায়গা পূরণে ররি বার্নস,1,0
9841,শ্রদ্ধা কাপুর যেন সাইনা নেহওয়াল,1,1
9842,চীনা কোম্পানির ৫০০ মিলিয়ন ডলারের প্রকল্প বাতিল করলো মিয়ানমার সেনাবাহিনী,0,1
9843,মিয়ানমারে আরও ৩ সাংবাদিক গ্রেফতার,0,1
9844,"শিক্ষার্থীরা আশাবাদী, সন্দেহ যাচ্ছে না ছাত্রনেতাদের",0,0
9845,বাদ পড়া মেসি থাকছেন ফিফার অনুষ্ঠানে,1,0
9846,বিড়ির ভাগ না দেয়ায় পিটিয়ে আহত ! নোয়াখাইল্লা আটক,0,0
9847,ভারতকে কাঁপিয়ে শেষ পর্যন্ত হংকংয়ের হার,0,1
9848,শাহবাগে পুলিশের গুলিতে ২ ছিনতাইকারী আহত,0,1
9849,অবৈধ সম্পর্কের জেরে...,0,1
9850,সীমান্ত রক্ষায় সালমান মুক্তাদিরের সহায়তা চাইলো ইউএসএফ,0,0
9851,আইনগত ভিত্তি পেলেই জাতীয় নির্বাচনে ইভিএম চালু হবে: সিইসি,1,1
9852,তবুও ফুটবল ছাড়বেন শাওন,0,1
9853,ঢাবিতে চান্স পেয়েও অর্থাভাবে ভর্তি হতে পারছে না নাজমুল,1,1
